id,group,gender,relationship_status,reunion_class,reunion_class_levels,n_children,children_range,children_range_levels,with_child,with_child_levels,income,working_range_levels,income_range,income_range_levels,achievement,achievement_min,joy,joy_min,meaningfulness,meaningfulness_work,meaningfulness_min,life_satisfaction,tqi,working_hours,working_range,reading_hours,catching_up_hours,social_media_hours,watching_tv_hours,exercising_hours,sleeping_hours,care_giving_hours,parting_hosting_hours,industry_graduation,industry_current,eating_with_family_hours,eating_with_others_hours,eating_alone_hours,watching_TV_with_family_hours,watching_TV_with_others_hours,watching_TV_alone_hours,hanging_out_alone_hours,hanging_out_with_family_hours,hanging_out_with_others_hours,chores_alone_hours,chores_with_others_hours,chores_with_family_hours,commuting_alone_hours,hobbies_hours,school_learning_hours,job_searching_hours,gaming_hours,napping_hours,therapy_hours,side_projects_hours,volunteering_hours,hobbies_subj_value,school_learning_subj_value,job_searching_subj_value,gaming_subj_value,napping_subj_value,therapy_subj_value,side_projects_subj_value,volunteering_subj_value,jam_type_distribution,achievement_behavioral,achievement_perceived,joy_gap,achievement_gap,meaningfulness_gap
823,HBS,Women,Single,10th,3,4,3+,4,yes,1,1996197,2,More than 1M,5,24,79,20,54,15,79,51,6.5,6.5,38,35 - 45,5,3,2,4,2,52,5,9,Healthcare,Healthcare,1,1.8,1.9,2.4,1.1,2.1,2.9,1.2,0.4,2,2.9,1.3,0.4,4,15.4,6.3,16.1,2.6,1.4,9.8,2.1,0.85,2.17,1.6,2,0.95,1.75,2.45,1.05,Triumvirate,22,72,18,12,5
824,IWF,Women,Single,15th,4,0,0,1,no,2,417952,4,250K – 500K,3,80,94,58,92,25,94,43,3.3,3.3,70,Over 55,3,8,7,11,8,55,8,7,Finance,Other,1.2,2.3,0.7,1,1.2,2.2,2.9,2.2,0.2,0.6,0.4,2.4,1.8,4.6,19.4,2.2,6.6,2.8,1.5,9.7,3.6,1,2.2,0.55,0.8,1,1.85,2.4,1.8,Purpose Seeker,21,50,5,-9,-11
825,HBS,Women,Single,15th,4,1,1,2,yes,1,2239373,3,More than 1M,5,20,28,79,30,63,28,63,5.4,5.4,48,45 - 55,6,1,0,9,9,49,15,9,Consulting,Other,1.6,1.9,1,0.6,1.6,0.5,0.6,1.4,2.6,1.5,2.1,2.5,2.8,5.8,16.1,3.2,4.2,3.8,0.3,2.2,2.3,1.35,2.27,0.8,0.5,1.35,0.45,0.55,1.15,Triumvirate,70,62,-6,-14,-10
826,HBS,Men,In a relationship,10th,3,1,1,2,yes,1,4177703,3,More than 1M,5,41,79,29,86,14,79,44,8.7,8.7,54,45 - 55,6,0,5,2,9,50,7,6,Healthcare,Other,2.8,1.6,2.5,0.3,0.5,1.1,2.4,2.6,0.9,2.4,1.5,0.9,0.6,9.3,13.3,8.5,1.7,1.1,0.7,8.1,4.3,2.3,2.46,2.1,0.2,0.4,0.9,2.05,2.15,Flourisher,1,84,-2,-2,-13
827,Xilio,Women,Married,25th,6,4,3+,4,yes,1,1060117,2,More than 1M,5,80,70,59,98,80,70,91,5,5,43,35 - 45,10,7,0,8,11,53,10,3,Consulting,Tech,1,0.1,2.2,1.4,2.1,1.9,0.6,2.8,2,1.4,0.1,1,2.3,4.1,1,7.3,9.3,4.8,1.3,2,4.7,0.85,2.17,1.8,1.15,1.75,1.6,0.5,2.35,Joy Seeker,5,62,-1,3,9
828,IWF,Men,Married,15th,4,0,0,1,no,2,2926818,3,More than 1M,5,73,74,53,16,70,74,55,6.2,6.2,46,45 - 55,6,0,3,3,9,55,16,5,Consulting,Healthcare,1,2.9,0.3,1.4,0.5,0.2,0.6,1,1,1.6,2.8,2.8,0.1,4.1,24.2,1,9.6,1.2,0.1,2.1,1.7,0.85,2.17,0.25,1.2,0.4,0.2,0.55,0.85,Triumvirate,12,7,10,17,-15
829,Xilio,Women,Married,15th,4,3,3+,4,yes,1,2387821,4,More than 1M,5,87,58,21,18,19,58,17,5.6,5.6,77,Over 55,9,10,2,9,2,54,6,0,Consulting,Healthcare,2.2,2.4,1.3,2.5,0.9,1.1,2,1.7,1.2,2.3,2.6,0.5,1.1,7.6,20,4.3,16.8,2.2,0.7,6.8,2.8,1.85,2.37,1.05,2.1,0.8,0.9,1.7,1.4,Purpose Seeker,90,75,-5,-1,-5
830,Xilio,Men,Married,40th+,9,0,0,1,no,2,555134,4,500K - 1M,4,98,66,90,94,47,66,11,3.5,3.5,68,Over 55,7,2,0,2,12,50,13,9,Finance,Healthcare,1.4,0.9,0.1,0.7,1.5,1.6,1.2,0.3,0.8,2,1.6,0.1,0.3,5.1,7.3,0.3,4.4,3.5,1.1,4.1,0.5,1.15,2.23,0.05,0.55,1.25,1.35,1,0.25,Joy Seeker,46,84,4,10,-15
831,IWF,Women,Married,40th+,9,4,3+,4,yes,1,274761,3,250K – 500K,3,61,49,36,75,41,49,61,2.6,2.6,55,45 - 55,7,4,10,2,14,50,0,6,Healthcare,Consulting,0.7,2.9,1.4,1.1,2.4,3,2.8,0.6,1,1.2,0.7,1.4,1.1,3,24.5,4.8,7.6,5.6,2,9.3,1,0.55,2.11,1.2,0.95,2,2.5,2.35,0.5,Joy Seeker,34,80,-2,0,4
832,Xilio,Men,Single,15th,4,1,1,2,yes,1,2960098,4,More than 1M,5,96,20,27,77,97,20,42,6.1,6.1,64,Over 55,5,10,0,3,8,48,5,2,Finance,Finance,1.4,1.8,2,2.4,2.2,1.4,0.3,1.2,1.2,2.7,0.4,2.4,0.5,5.1,15,6.6,16.2,5.2,0.9,0.9,2.1,1.15,2.23,1.65,2,1.85,1.2,0.2,1.05,Joy Seeker,49,4,18,12,9
833,HBS,Women,Married,40th+,9,2,2,3,yes,1,3001820,3,More than 1M,5,29,18,87,78,65,18,42,6.1,6.1,51,45 - 55,4,3,2,3,15,50,16,8,Consulting,Other,0.4,1.7,0.4,2.5,1.9,2.4,1.5,0.6,2.2,0.5,1.1,2.3,1.1,2.3,14.6,1.2,16.5,4.5,1.6,5.1,1,0.35,2.07,0.3,2.05,1.6,2.05,1.3,0.5,Joy Seeker,78,6,16,-25,-4
834,Xilio,Women,Married,10th,3,2,2,3,yes,1,94323,4,Less than 150K,1,16,97,15,39,79,97,23,2.7,2.7,70,Over 55,8,2,5,4,0,50,19,4,Tech,Healthcare,0.5,2.2,0.9,1.2,0.5,1.3,2.8,2.6,1.5,3,0.8,2.8,1.3,2.6,18.7,2.9,7.7,1.1,0.9,9.2,4.4,0.45,2.09,0.7,0.95,0.4,1.1,2.3,2.2,Joyful Striver,90,58,4,-6,12
835,IWF,Women,Single,15th,4,3,3+,4,yes,1,1267715,4,More than 1M,5,47,27,98,88,89,27,56,4.5,4.5,66,Over 55,1,4,4,1,11,52,12,6,Tech,Consulting,1.5,2.4,1.2,1.4,1.6,2.4,2.7,0.5,2.8,0.4,1.5,1.6,0.9,5.5,20.3,4,9.2,3.8,1.6,9,0.8,1.25,2.25,1,1.15,1.35,2,2.25,0.4,Striver,45,22,-4,2,5
836,IWF,Women,Single,10th,3,3,3+,4,yes,1,984480,4,500K - 1M,4,38,61,50,18,96,61,93,4.3,4.3,73,Over 55,6,2,8,11,3,53,8,2,Other,Finance,1.3,2,2.8,0.9,0.3,1.8,0.5,1.4,0.1,0,2.9,0.3,2,4.8,16.4,9.2,6.1,0.6,1.2,1.6,2.3,1.05,2.21,2.3,0.75,0.2,1.5,0.4,1.15,Striver,27,26,2,-10,-12
837,HBS,Men,In a relationship,40th+,9,1,1,2,yes,1,2362811,4,More than 1M,5,92,30,69,47,13,30,50,6.6,6.6,61,Over 55,0,0,7,4,14,52,14,4,Tech,Other,2.7,0.4,3,2.8,1.1,2.7,1.1,1.8,1.5,2.7,1.7,1.8,2.8,9.2,3.2,9.9,18.7,2.6,1.8,3.7,3,2.3,2.46,2.5,2.35,0.95,2.2,0.9,1.5,Triumvirate,73,3,-19,-9,-2
838,Xilio,Men,Single,30th,7,1,1,2,yes,1,884016,4,500K - 1M,4,85,31,54,51,59,31,91,3.5,3.5,77,Over 55,1,7,4,2,2,53,9,9,Healthcare,Other,1.1,1,0.1,0.4,1.2,1.2,1.9,2.1,1.8,0.7,2.7,2.3,1.2,4.3,8.5,0.4,2.4,2.9,0.8,6.2,3.5,0.9,2.18,0.1,0.3,1.05,1.05,1.55,1.75,Joyful Striver,26,41,9,14,6
839,Xilio,Women,Single,25th,6,4,3+,4,yes,1,894909,3,500K - 1M,4,52,78,17,21,48,78,86,4.5,4.5,48,45 - 55,2,1,10,10,4,48,6,2,Healthcare,Consulting,1.7,2.8,2.3,2.8,0.1,1.8,0.5,1.1,2.8,2.2,2,0.3,0.6,6.2,23.2,7.6,18.7,0.3,1.2,1.6,1.9,1.45,2.29,1.9,2.35,0.1,1.5,0.4,0.95,Flourisher,47,60,2,2,10
840,HBS,Men,Married,15th,4,0,0,1,no,2,1080493,4,More than 1M,5,56,33,52,45,63,33,11,4.2,4.2,80,Over 55,3,0,3,1,5,52,14,0,Tech,Consulting,1.9,0.7,1.1,2.1,0.8,1.9,2.9,2.6,0.1,2.4,1.4,0.5,0.8,6.7,5.6,3.7,13.7,1.9,1.3,9.7,4.3,1.6,2.32,0.95,1.7,0.7,1.6,2.4,2.15,Purposeful Striver,86,14,-12,-14,6
841,IWF,Women,In a relationship,5th,2,0,0,1,no,2,312762,4,250K – 500K,3,30,77,82,91,13,77,95,3.3,3.3,68,Over 55,0,3,5,6,5,48,3,5,Healthcare,Other,0,1.1,1.2,1.6,2.9,1.3,2.7,1.7,1.7,2.6,2.6,0,2.6,1.1,9.3,3.9,10.6,6.7,0.8,9.1,2.8,0.05,2.01,1,1.35,2.4,1.05,2.3,1.4,Joyful Striver,56,75,-16,1,-11
842,IWF,Men,In a relationship,25th,6,2,2,3,yes,1,1635118,3,More than 1M,5,57,36,89,38,66,36,39,5.3,5.3,53,45 - 55,4,8,9,9,0,50,9,3,Consulting,Other,2,1.3,2.3,0.1,2.9,0.4,0.5,1.3,2.6,3,1.4,1.8,1.7,7,10.8,7.5,0.7,6.7,0.3,1.7,2.2,1.65,2.33,1.9,0.1,2.4,0.35,0.4,1.1,Joyful Striver,63,82,-10,16,17
843,Xilio,Men,Married,25th,6,4,3+,4,yes,1,2913427,1,More than 1M,5,62,40,47,58,36,40,54,5.9,5.9,31,0 - 35,9,3,9,2,12,52,19,9,Consulting,Finance,0.5,1.3,2.8,1.4,1.1,0.3,0.4,0.2,0.7,0.9,2.6,2.7,1.4,2.6,11,9.2,9.5,2.5,0.2,1.2,0.3,0.45,2.09,2.3,1.2,0.9,0.25,0.3,0.15,Triumvirate,48,12,-10,4,9
844,Xilio,Men,Married,30th,7,3,3+,4,yes,1,1446012,4,More than 1M,5,82,87,77,92,78,87,30,4.9,4.9,66,Over 55,10,7,4,4,7,54,11,8,Tech,Tech,2.9,1.8,2.9,1.2,0.1,0.1,0.3,1.4,2.6,2.1,0.9,2,0.4,9.6,15.3,9.5,8.2,0.3,0,0.9,2.3,2.4,2.48,2.4,1,0.1,0.05,0.2,1.15,Purpose Seeker,61,87,5,15,-23
845,IWF,Men,Married,20th,5,0,0,1,no,2,601650,3,500K - 1M,4,39,41,34,27,66,41,85,3.8,3.8,49,45 - 55,7,5,9,11,13,49,3,5,Other,Other,0.4,2.8,1.7,0.5,0.5,2.6,2.7,2.5,0.1,0.3,0.4,2.9,1.3,2.3,23.6,5.8,3.2,1.3,1.7,9.1,4.1,0.35,2.07,1.45,0.4,0.45,2.2,2.25,2.05,Purpose Seeker,81,12,16,8,-10
846,HBS,Women,Single,5th,2,2,2,3,yes,1,4506576,4,More than 1M,5,78,18,21,52,74,18,92,8.7,8.7,72,Over 55,1,8,0,2,9,50,12,9,Other,Tech,1.2,0.7,1.1,2,1.2,0.7,0.6,1.8,2.2,1.2,2.6,0.2,0.8,4.7,6,3.6,13.1,2.7,0.5,1.9,3.1,1.05,2.21,0.9,1.65,1,0.6,0.5,1.55,Purposeful Striver,26,13,-1,11,-21
847,Xilio,Women,In a relationship,10th,3,3,3+,4,yes,1,415925,2,250K – 500K,3,16,40,94,45,17,40,88,3.6,3.6,44,35 - 45,9,3,3,6,15,55,3,3,Other,Tech,0.3,0.4,2.4,2.9,2.8,0.6,1.2,2.5,2.8,2.5,1.8,2.7,2.8,1.8,3,7.9,19.4,6.6,0.4,4.2,4.2,0.2,2.04,1.95,2.45,2.35,0.55,1.05,2.1,Purpose Seeker,36,25,-13,-20,-5
848,HBS,Men,In a relationship,1st,1,4,3+,4,yes,1,2893793,4,More than 1M,5,56,75,23,57,73,75,38,7.7,7.7,65,Over 55,8,9,0,4,1,54,9,6,Finance,Finance,3,0.6,0.8,1.7,0.4,2.2,1.3,1.5,2,1.1,2.7,2.4,2.7,10,4.9,2.5,11.2,1,1.5,4.5,2.5,2.5,2.5,0.65,1.4,0.35,1.85,1.1,1.25,Flourisher,1,45,-20,-19,-16
849,Xilio,Women,In a relationship,10th,3,1,1,2,yes,1,4939047,4,More than 1M,5,82,15,34,92,23,15,89,8.6,8.6,72,Over 55,3,7,10,0,3,54,0,7,Tech,Finance,1.5,2.7,1.7,2.1,2.3,1,1.8,0.4,1.3,1.8,2.8,0.9,0.3,5.5,22.2,5.6,14.3,5.3,0.6,6,0.6,1.25,2.25,1.4,1.8,1.9,0.8,1.5,0.3,Joy Seeker,8,19,18,6,-7
850,IWF,Women,Married,15th,4,1,1,2,yes,1,3787974,3,More than 1M,5,81,87,86,35,69,87,65,7.3,7.3,48,45 - 55,9,0,4,2,7,55,1,5,Tech,Healthcare,1.8,1.9,1.1,0.2,0.3,1.5,0.2,0,0.1,1.5,0.2,2.9,1.5,6.4,16.1,3.6,1.4,0.8,1,0.7,0.1,1.5,2.3,0.9,0.15,0.25,1.25,0.2,0.05,Triumvirate,52,55,-17,6,-1
851,HBS,Men,Single,1st,1,1,1,2,yes,1,433081,2,250K – 500K,3,57,42,55,16,94,42,87,3.2,3.2,36,35 - 45,5,8,7,3,9,55,15,2,Consulting,Tech,0.2,0.9,2,1.3,2.9,0.5,0.7,0.9,2.8,1.9,1.5,0.9,0.7,1.6,7.1,6.6,8.4,6.9,0.3,2.3,1.5,0.15,2.03,1.65,1.05,2.45,0.4,0.55,0.75,Triumvirate,79,45,19,-1,-22
852,Xilio,Women,Married,25th,6,3,3+,4,yes,1,2429105,3,More than 1M,5,45,41,93,13,69,41,50,5.6,5.6,55,45 - 55,4,5,1,8,9,54,14,9,Consulting,Healthcare,2.2,2.4,0.7,0.3,1.1,2.9,2.8,2.1,1.4,2.9,1.1,2.7,1.2,7.7,20.4,2.4,2.3,2.7,1.9,9.3,3.5,1.85,2.37,0.6,0.3,0.95,2.4,2.35,1.75,Purpose Seeker,47,8,10,7,3
853,IWF,Men,Single,20th,5,0,0,1,no,2,408892,3,250K – 500K,3,91,45,74,64,69,45,57,3.1,3.1,46,45 - 55,7,7,5,9,14,50,18,5,Consulting,Finance,0.6,2.6,0.6,1.8,2.3,2.6,2.7,2.4,0.1,0.2,1.9,2.6,2.6,2.9,21.5,1.9,12.3,5.4,1.7,9.1,4,0.5,2.1,0.5,1.55,1.95,2.15,2.25,2,Purpose Seeker,56,53,17,-19,-7
854,Xilio,Men,In a relationship,30th,7,2,2,3,yes,1,4229591,3,More than 1M,5,62,18,55,51,27,18,27,8.7,8.7,50,45 - 55,6,6,5,0,12,51,14,9,Consulting,Finance,2.7,2.5,2.8,2.8,1,2.6,2.3,0.9,2.1,1.7,2.4,2.3,1.6,9.1,21.2,9.2,18.8,2.4,1.7,7.8,1.5,2.25,2.45,2.3,2.35,0.85,2.15,1.95,0.75,Joyful Striver,86,55,-6,-14,17
855,Xilio,Men,Single,40th+,9,2,2,3,yes,1,3184240,1,More than 1M,5,35,31,74,23,87,31,90,7.5,7.5,34,0 - 35,3,7,7,0,9,54,16,4,Healthcare,Finance,0.6,2.8,0.3,2,1.9,1.2,0.1,1.5,1.4,2.6,0.8,1.7,1,2.8,23,1,13.2,4.4,0.8,0.2,2.5,0.5,2.1,0.25,1.65,1.55,1,0.05,1.25,Joyful Striver,14,32,-8,-10,-24
856,IWF,Men,In a relationship,25th,6,3,3+,4,yes,1,686702,2,500K - 1M,4,54,83,68,49,19,83,56,3.5,3.5,40,35 - 45,5,2,6,7,8,50,8,8,Consulting,Healthcare,0.6,0.8,1.5,0.2,0.6,2.3,1,1.3,0.4,1.4,1.7,0.4,0.6,2.7,6.3,5.1,1.5,1.3,1.5,3.3,2.1,0.5,2.1,1.25,0.2,0.5,1.9,0.8,1.05,Triumvirate,90,51,17,-10,-16
857,IWF,Men,In a relationship,1st,1,4,3+,4,yes,1,3284600,4,More than 1M,5,36,25,19,30,48,25,22,6.5,6.5,56,Over 55,3,5,6,11,12,51,11,2,Other,Finance,0.1,2.3,0.7,1.1,0.4,0.4,1.9,1.2,0.6,0.2,2.1,1.6,2.4,1.3,18.9,2.2,7.1,1,0.3,6.3,2.1,0.1,2.02,0.55,0.9,0.35,0.35,1.55,1.05,Joy Seeker,28,44,-5,17,17
858,HBS,Men,Single,1st,1,1,1,2,yes,1,2015296,2,More than 1M,5,55,78,39,26,10,78,79,5.6,5.6,38,35 - 45,0,0,2,9,5,55,6,0,Healthcare,Finance,1.4,1.4,0.1,1.7,2.8,0,0.8,0.7,0.2,1.7,0.4,1.1,1.9,5.2,11.5,0.4,11,6.6,0,2.8,1.2,1.2,2.24,0.1,1.4,2.35,0,0.7,0.6,Triumvirate,87,82,-22,10,-1
859,Xilio,Women,Married,20th,5,4,3+,4,yes,1,2220222,4,More than 1M,5,68,54,90,64,61,54,50,5.4,5.4,58,Over 55,5,9,6,11,5,55,19,9,Other,Consulting,1.7,2.5,0.1,1.2,2.8,0.1,2.7,0.4,1.7,1,2.4,2.4,1.4,6.1,21,0.4,8.1,6.4,0,9.1,0.7,1.4,2.28,0.1,1,2.3,0.05,2.25,0.35,Purposeful Striver,78,70,7,-13,-6
860,HBS,Men,Single,30th,7,1,1,2,yes,1,3779783,3,More than 1M,5,21,71,11,97,46,71,93,7.8,7.8,55,45 - 55,8,10,3,8,3,52,16,6,Tech,Consulting,0.2,2.2,0.5,2.5,2.7,1.8,1.9,0.6,1.9,0.5,1.8,2.3,0.7,1.6,18.2,1.8,16.7,6.2,1.2,6.3,1,0.15,2.03,0.45,2.1,2.2,1.45,1.6,0.5,Flourisher,88,18,1,-19,-7
861,IWF,Men,In a relationship,10th,3,0,0,1,no,2,2749269,4,More than 1M,5,82,90,65,19,51,90,60,6.4,6.4,61,Over 55,5,5,6,6,2,50,8,0,Other,Healthcare,2.3,2.3,2.6,2.4,1.9,1.4,0.2,0.2,1.5,2.5,2.8,2.7,1,8,19.4,8.7,16.3,4.4,0.9,0.7,0.3,1.95,2.39,2.15,2.05,1.55,1.15,0.2,0.15,Joy Seeker,2,83,-19,10,-3
862,Xilio,Men,Single,10th,3,2,2,3,yes,1,4832116,1,More than 1M,5,80,45,42,25,84,45,93,8,8,32,0 - 35,10,4,7,10,6,51,14,6,Tech,Healthcare,1.4,2,0.8,1.8,2.4,1.6,2.7,0.6,2.5,1.6,1,0,2.9,5.1,16.4,2.8,12.2,5.7,1,9.1,1,1.15,2.23,0.7,1.55,2,1.3,2.25,0.5,Flourisher,26,22,-20,-17,-2
863,HBS,Men,In a relationship,30th,7,0,0,1,no,2,2354797,1,More than 1M,5,19,35,91,74,65,35,55,6.6,6.6,31,0 - 35,2,2,4,6,4,53,3,9,Tech,Other,1.6,0.5,2.9,1.1,0.2,0,2.9,0,2.6,2.8,0.3,2.4,1.6,5.7,4.4,9.5,7.5,0.5,0,9.6,0,1.3,2.26,2.4,0.95,0.15,0,2.4,0,Joy Seeker,14,37,-11,6,-15
864,IWF,Women,Married,10th,3,3,3+,4,yes,1,816667,4,500K - 1M,4,88,68,19,82,66,68,50,4.8,4.8,61,Over 55,5,5,9,5,4,48,6,6,Other,Finance,1.3,1.6,1.7,0.8,1,1.3,0.2,1.9,1.8,2.4,1.5,2.8,1.2,5,13.6,5.8,5.1,2.3,0.8,0.8,3.1,1.1,2.22,1.45,0.65,0.85,1.05,0.2,1.55,Joy Seeker,59,56,-8,-15,20
865,IWF,Women,In a relationship,40th+,9,3,3+,4,yes,1,1383649,4,More than 1M,5,20,81,39,77,79,81,81,4.3,4.3,77,Over 55,5,5,0,0,12,54,15,8,Finance,Healthcare,1.2,3,1.3,0.3,0.9,2.2,1.6,0.9,0,2.1,0.3,2.4,1.6,4.6,24.6,4.4,2.1,2.2,1.4,5.3,1.6,1,2.2,1.1,0.25,0.8,1.8,1.35,0.8,Flourisher,56,59,6,-18,8
866,Xilio,Women,Single,20th,5,1,1,2,yes,1,1742503,4,More than 1M,5,71,35,56,26,90,35,86,4.9,4.9,67,Over 55,0,3,9,10,13,51,13,0,Tech,Healthcare,1.7,2.8,1.7,1.1,1.9,1.3,0.9,2.9,2.1,0,2.9,0.4,2.3,6,23.4,5.8,7.1,4.4,0.9,3,4.9,1.4,2.28,1.45,0.9,1.6,1.1,0.75,2.45,Flourisher,7,3,-15,7,2
867,HBS,Men,In a relationship,10th,3,1,1,2,yes,1,3015418,4,More than 1M,5,67,58,97,76,21,58,30,6.8,6.8,76,Over 55,5,3,7,10,0,48,4,1,Healthcare,Tech,0.5,0.1,1.6,1.2,1.1,2.2,1.2,0.6,1.3,1.3,0.1,0.2,1,2.4,1.1,5.2,8.3,2.5,1.5,3.9,1,0.4,2.08,1.3,1.05,0.9,1.85,1,0.5,Flourisher,3,28,-6,-3,-21
868,HBS,Men,In a relationship,30th,7,4,3+,4,yes,1,3639736,4,More than 1M,5,32,79,34,24,63,79,60,7.5,7.5,77,Over 55,6,3,1,10,6,52,14,9,Tech,Finance,0.5,0.5,2.3,2,0.4,0.7,0.5,1,1.7,0.6,2.3,0.1,0.5,2.6,4.1,7.6,13.5,1,0.5,1.8,1.7,0.45,2.09,1.9,1.7,0.35,0.6,0.45,0.85,Striver,23,74,-2,-1,-21
869,Xilio,Women,In a relationship,10th,3,0,0,1,no,2,1414418,3,More than 1M,5,37,57,99,35,21,57,81,5,5,48,45 - 55,3,6,0,3,7,51,8,6,Healthcare,Tech,2.6,0.4,0.8,2,1.8,2.4,1.7,1.1,1.9,2.7,1.6,1.9,1.8,8.8,3.3,2.8,13.2,4.2,1.6,5.8,1.8,2.15,2.43,0.7,1.65,1.5,2.05,1.45,0.9,Flourisher,18,35,-11,-18,-5
870,IWF,Women,In a relationship,15th,4,4,3+,4,yes,1,416594,1,250K – 500K,3,69,42,62,80,78,42,28,4.5,4.5,30,0 - 35,1,7,9,1,4,55,18,2,Tech,Consulting,2.8,2.2,1.1,0.2,2.4,1.8,2.9,0,1.1,0.5,1.1,1.9,2,9.5,18.1,3.5,1.4,5.7,1.2,9.6,0,2.35,2.47,0.9,0.2,2.05,1.45,2.4,0,Triumvirate,38,61,-19,19,-14
871,Xilio,Women,In a relationship,5th,2,2,2,3,yes,1,2899760,4,More than 1M,5,81,80,89,86,70,80,59,6.4,6.4,71,Over 55,3,10,9,7,4,51,16,8,Other,Tech,1.1,2.5,2.7,1.2,1.1,0.6,1.5,2.5,2.8,0.9,0.2,3,2.1,4.4,20.4,8.9,7.9,2.7,0.4,5,4.2,0.95,2.19,2.25,1,0.95,0.55,1.25,2.1,Striver,15,54,-5,-4,-22
872,IWF,Men,Married,40th+,9,0,0,1,no,2,3836503,2,More than 1M,5,37,38,16,44,16,38,36,7.2,7.2,40,35 - 45,4,4,9,7,6,48,0,9,Tech,Other,0.8,0.6,2.8,0.5,0.4,0.7,0.2,0.1,0.4,1.6,1.9,1.2,2.6,3.4,5.3,9.5,3.6,0.9,0.5,0.8,0.2,0.7,2.14,2.35,0.45,0.35,0.6,0.2,0.1,Joy Seeker,64,63,16,-22,16
873,IWF,Women,In a relationship,1st,1,3,3+,4,yes,1,3867247,4,More than 1M,5,19,24,21,50,50,24,11,6.9,6.9,63,Over 55,10,0,3,8,11,53,15,2,Finance,Consulting,1.9,1.5,2.7,0.5,0.6,1.9,1.9,2.8,2,0.8,1.8,1,1.1,6.8,12.6,8.9,3.1,1.4,1.3,6.2,4.7,1.6,2.32,2.25,0.4,0.5,1.55,1.55,2.35,Striver,89,79,0,14,-6
874,HBS,Men,Single,30th,7,3,3+,4,yes,1,1122501,2,More than 1M,5,43,79,44,62,22,79,27,4,4,36,35 - 45,4,5,5,5,5,49,8,0,Other,Other,1.2,2.5,1.3,2.5,0.7,2.5,1,2.7,0,0.6,0.8,1.9,0.2,4.7,21,4.2,16.5,1.7,1.7,3.4,4.5,1,2.2,1.05,2.05,0.6,2.05,0.85,2.25,Purpose Seeker,28,7,18,-23,12
875,HBS,Women,In a relationship,1st,1,3,3+,4,yes,1,167023,2,150K – 250K,2,23,40,60,56,11,40,99,3.1,3.1,44,35 - 45,5,9,4,1,7,50,1,9,Tech,Healthcare,0.1,2.2,2.3,0.1,0.9,1.2,2.6,1.6,2.8,1.8,2.7,2.5,2.9,1.2,18.3,7.8,0.8,2.1,0.8,8.6,2.7,0.05,2.01,1.95,0.1,0.75,1.05,2.15,1.35,Purposeful Striver,74,76,-12,3,-1
876,Xilio,Men,In a relationship,15th,4,1,1,2,yes,1,1165964,4,More than 1M,5,72,65,13,67,53,65,53,5.3,5.3,61,Over 55,9,5,0,4,10,52,13,7,Healthcare,Healthcare,0.5,1.6,1.4,1.3,1.9,0.8,1.3,1.6,0.3,0.3,0.9,2.8,1.3,2.4,13.6,4.8,8.4,4.5,0.5,4.3,2.7,0.4,2.08,1.2,1.05,1.6,0.65,1.1,1.35,Joy Seeker,39,49,11,15,-12
877,Xilio,Men,In a relationship,10th,3,1,1,2,yes,1,4756599,3,More than 1M,5,39,24,23,94,87,24,34,8.5,8.5,48,45 - 55,0,2,4,4,0,54,18,9,Tech,Finance,2.1,1.8,1.5,0.5,1.8,2.6,0.6,2,0.3,0.2,1.3,2.4,1.9,7.4,14.8,5,3.4,4.2,1.7,1.9,3.3,1.8,2.36,1.25,0.4,1.5,2.15,0.5,1.65,Purpose Seeker,57,85,-5,3,-15
878,Xilio,Men,Married,15th,4,0,0,1,no,2,1513624,3,More than 1M,5,73,94,75,83,12,94,13,4.9,4.9,49,45 - 55,0,10,5,8,6,53,19,5,Healthcare,Healthcare,2,1.5,0.6,2.6,2.1,2,0.6,1.2,1,1.1,1.6,1.3,2,6.9,12.7,2,17.6,4.9,1.3,1.9,1.9,1.65,2.33,0.5,2.2,1.75,1.65,0.5,0.95,Joyful Striver,17,31,-8,8,6
879,Xilio,Women,Single,5th,2,2,2,3,yes,1,2185748,4,More than 1M,5,24,91,49,82,37,91,57,5.6,5.6,73,Over 55,9,5,6,8,7,52,17,1,Healthcare,Consulting,0.1,0.9,1.8,1.7,1.1,1.3,2.3,1.9,1.1,2.2,0.3,1.9,1.6,1.2,7.4,5.9,11.1,2.5,0.9,7.7,3.2,0.05,2.01,1.5,1.4,0.9,1.1,1.9,1.6,Flourisher,86,58,-21,8,-15
880,HBS,Men,Married,40th+,9,0,0,1,no,2,1986109,3,More than 1M,5,95,73,74,24,24,73,23,6,6,49,45 - 55,5,4,0,10,11,54,15,8,Finance,Finance,0.7,1.7,0.6,0.7,2.5,1.5,0.8,0.1,0.6,1.7,2.8,2.6,0.6,3,14.1,1.9,4.6,5.8,1,2.7,0.2,0.55,2.11,0.45,0.6,2.05,1.2,0.65,0.1,Flourisher,90,61,-23,2,-8
